speech_turn,use_of_force_level
"I'm telling you, did you just hear me? look at me. take off your seat belt.",2
That is not me. How are you gonna tell me who I am. Please.,2
Sit on the ground. Ma'am.,2
he always dodging around my questions Ma'am.,2
"I'm telling you, no separate your feet separate your feet",2
we have five detained right now,2
"Officer, hey rudolph hey open the door",2
"he's possibly 55 locked himself in, do you understand?",2
I told you exactly what I was going to do okay Sir.,2
"Officer, get out of my face fat boy.",2
"I'm telling you, don't yes you do you do need a woman to touch me don't touch me okay don't touch me",2
"Hey, hey rudolph hey open the door",2
"Officer, you are not supposed to touch me",2
well I'm going to do it regardless  Sir.,2
don't yes you do you do need a woman to touch me don't touch me okay don't touch me Now.,2
we have five detained right now Sir.,2
"Officer, am i under arrest or no?",2
you're being detained you're not free to leave Sir.,2
You sprayed that shit right in my face Ma'am.,3
"I'm on the ground, I'm on the ground Sir.",3
"Watch out, spray, spray Now.",3
put your hands up put your hands up get on the curb Hands Up Get on the curb  Please.,3
"Stay right there! Drop a 13, Drop a 13!",3
get off my neck Now.,3
"Shut your fucking mouth bitch., do you understand?",3
I got one black male running Sir.,3
"put it in park put it in park now he's taking off , do you understand?",3
Let go. Give me your hand now Ma'am.,3
He's running Please.,3
"Officer, if you fail to comply",3
No you didn't. Put both hands up now! Now.,3
"Look, back up, back up.",3
"I'm on the ground, I'm on the ground",3
"Bro, calm down. Please.",3
"Hey, 1050 foot bail foot bail foot pursuit stop stop do it now ",3
"I'm telling you, let go. give me your hand now",3
put it in park put it in park now he's taking off  Sir.,3
"Look, give me your arm now.",3
I got one white male running Ma'am.,3
"Officer, shut your vehicle off turn the vehicle off throw the keys out the window",3
"I'm telling you, get his arm behind his back right now",3
"I am calm, and it's not about to be. I wanna stay calm. I wanna stay calm Please.",3
"Hey, get his arm behind his back right now",3
shut your vehicle off turn the vehicle off throw the keys out the window,3
turn the car off turn it off ,3
"Officer, get off my neck",3
"Hey, if you fail to comply",3
put your hands up put your hands up get on the curb Hands Up Get on the curb ,3
"Please bro, I'm gonna get maced again, please bro",3
"Look, you're gonna get sprayed again",3
"Back up, Back up. Now.",3
"Hey, turn the car off turn it off ",3
"you're gonna get sprayed again, do you understand?",3
Give me your arm now. Now.,3
Let go. Give me your hand now Please.,3
put your hands up put your hands up get on the curb Hands Up Get on the curb  Ma'am.,3
"Hey, he's running",3
get off my neck Now.,3
"He's trying to break that window, he's gonna pop it out, do you understand?",3
Let go. Give me your hand now Please.,3
"I'm telling you, stop banging on the door bruh",3
"I am calm, and it's not about to be. I wanna stay calm. I wanna stay calm Ma'am.",3
"Watch out, spray, spray Sir.",3
"Officer, give me your arm now.",3
"I'm telling you, stay right there. drop a 13, drop a 13.",3
"Look, stay right there. drop a 13, drop a 13.",3
You sprayed that shit right in my face Now.,3
Shut your fucking mouth bitch. Sir.,3
"I'm telling you, stop moving stop moving relax stop moving",3
"OC, OC! Get on the ground!",3
"Back up, Back up!",3
1050 foot bail foot bail foot pursuit stop stop do it now ,3
"Hey, let go. give me your hand now",3
"Hey, let go. give me your hand now",3
stop moving stop moving relax stop moving Now.,3
"Get his arm behind his back right now, do you understand?",3
"Officer, turn the car off turn it off ",3
"I'm telling you, watch out, spray, spray",3
"Look, stop moving stop moving relax stop moving",3
I got one black male running Ma'am.,3
you're gonna get sprayed again,3
"Look, show me 31",3
I can't breath at all Now.,3
No you didn't. Put both hands up now! Please.,3
"stop moving stop moving relax stop moving, do you understand?",3
get off my neck Please.,3
He's running Sir.,3
"I am calm, and it's not about to be. I wanna stay calm. I wanna stay calm Now.",3
"I got one white male running, do you understand?",3
put your hands up put your hands up get on the curb Hands Up Get on the curb  Please.,3
"Officer, get his arm behind his back right now",3
"I'm telling you, hey tommy. last time we came here, they had us go hands on with her 3 times. so.",3
put it in park put it in park now he's taking off  Please.,3
"Hey, turn the car off turn it off ",3
"I'm on the ground, I'm on the ground Sir.",3
"Officer, if you fail to comply",3
shut your vehicle off turn the vehicle off throw the keys out the window Sir.,3
"OC, OC. Get on the ground. Ma'am.",3
"I'm telling you, i am calm, and it's not about to be. i wanna stay calm. i wanna stay calm",3
"I'm telling you, i got one white male running",3
"I'm telling you, watch out, spray, spray",3
"Hey, you're about to fucking get sprayed again if you keep kicking the window.",3
"He's trying to break that window, he's gonna pop it out Ma'am.",3
"I am calm, and it's not about to be! I wanna stay calm! I wanna stay calm",3
I got one black male running Please.,3
"He's trying to break that window, he's gonna pop it out Ma'am.",3
"Show me 31, do you understand?",3
I can't breath at all Now.,3
"put it in park put it in park now he's taking off , do you understand?",3
put it in park put it in park now he's taking off  Please.,3
You break that and you're gonna get the whole can of pepper spray man Now.,3
"Stay right there! Drop a 13, Drop a 13!",3
"Officer, put it in park put it in park now he's taking off ",3
"I am calm, and it's not about to be. I wanna stay calm. I wanna stay calm Now.",3
"Hey, stop moving stop moving relax stop moving",3
"Hey, stop moving stop moving relax stop moving",3
I got one white male running Ma'am.,3
"I'm telling you, i can't breath at all",3
"OC, OC! Get on the ground!",3
turn the car off turn it off ,3
"Officer, no you didn't. put both hands up now!",3
If you fail to comply Sir.,3
"Officer, stop moving stop moving relax stop moving",3
"I'm telling you, if you fail to comply",3
"Watch out, spray, spray Please.",3
You break that and you're gonna get the whole can of pepper spray man Sir.,3
"Look, i'm on the ground, i'm on the ground",3
Stop banging on the door bruh Sir.,3
"Hey, stop moving stop moving relax stop moving",3
"Look, back up, back up.",3
"I am calm, and it's not about to be! I wanna stay calm! I wanna stay calm",3
I can't breath,3
Let go. Give me your hand now Sir.,3
put it in park put it in park now he's taking off  Now.,3
I got one white male running Ma'am.,3
"Look, he's trying to break that window, he's gonna pop it out",3
"I'm telling you, he's running",3
"I am calm, and it's not about to be. I wanna stay calm. I wanna stay calm Ma'am.",3
"I'm telling you, hey tommy. last time we came here, they had us go hands on with her 3 times. so.",3
Show me 31 Sir.,3
"I'm telling you, you're about to fucking get sprayed again if you keep kicking the window.",3
stop moving stop moving relax stop moving,3
"put your hands up put your hands up get on the curb Hands Up Get on the curb , do you understand?",3
"I'm on the ground, I'm on the ground Ma'am.",3
"I'm telling you, show me 31",3
"Hey, you stupid little bitch.",3
put it in park put it in park now he's taking off  Sir.,3
"Stay right there. Drop a 13, Drop a 13. Please.",3
"Officer, 1050 foot bail foot bail foot pursuit stop stop do it now ",3
"Hey, i can't breath at all",3
"OC, OC. Get on the ground. Ma'am.",3
He's running Please.,3
"Look, oc, oc. get on the ground.",3
"Hey, he's running",3
"Back up, Back up. Now.",3
"Officer, 1050 foot bail foot bail foot pursuit stop stop do it now ",3
"I'm telling you, if you fail to comply",3
"Officer, i got one white male running",3
No you didn't. Put both hands up now! Sir.,3
Get his arm behind his back right now Sir.,3
"Watch out, spray, spray Now.",3
